id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
162941,112229,89650,3049,439866,Complete,2024-01-16 04:09:58.421926+00:00,2024-01-18 12:58:32.421926+00:00,2024-01-19 11:39:32.421926+00:00,,1.950000047683716
181578,125103,99896,9204,490203,Complete,2023-01-18 15:00:38+00:00,2023-01-19 13:41:00+00:00,2023-01-19 21:05:00+00:00,,1.950000047683716
59904,41260,33010,3049,161687,Processing,2023-11-18 06:06:37+00:00,,,,1.950000047683716
125970,86767,69166,9043,340042,Processing,2023-02-17 10:16:33+00:00,,,,1.950000047683716
143189,98583,78667,9204,386549,Processing,2023-08-05 07:56:39+00:00,,,,1.950000047683716
180898,124617,99514,9043,488414,Processing,2023-03-15 02:58:39+00:00,,,,1.950000047683716
93025,64020,51156,3049,251111,Returned,2023-03-05 16:41:10+00:00,2023-03-08 08:36:00+00:00,2023-03-11 21:56:00+00:00,2023-03-13 02:11:00+00:00,1.950000047683716
140789,96914,77336,3049,380056,Returned,2022-09-05 05:21:32+00:00,2022-09-05 08:22:00+00:00,2022-09-08 16:11:00+00:00,2022-09-10 01:15:00+00:00,1.950000047683716
166576,114731,91647,3049,449685,Returned,2023-04-21 08:19:13+00:00,2023-04-22 18:10:00+00:00,2023-04-26 17:58:00+00:00,2023-04-27 20:06:00+00:00,1.950000047683716
171785,118280,94475,9043,463795,Returned,2022-01-18 23:19:43+00:00,2022-01-21 20:00:00+00:00,2022-01-25 21:30:00+00:00,2022-01-28 15:01:00+00:00,1.950000047683716
32102,22159,17673,9204,86568,Shipped,2024-01-07 12:18:21+00:00,2024-01-10 00:13:00+00:00,,,1.950000047683716
42383,29164,23308,3049,114350,Shipped,2023-10-27 04:35:47+00:00,2023-10-30 04:21:00+00:00,,,1.950000047683716
85801,59027,47169,9043,231539,Shipped,2022-05-21 22:43:32+00:00,2022-05-21 06:39:00+00:00,,,1.950000047683716
133864,92143,73474,9204,361384,Shipped,2022-06-15 12:54:18+00:00,2022-06-13 06:16:00+00:00,,,1.950000047683716
135022,92924,74123,9204,364502,Shipped,2021-04-03 09:29:53+00:00,2021-04-04 06:00:00+00:00,,,1.950000047683716
167684,115497,92256,9043,452724,Shipped,2023-08-20 18:08:32+00:00,2023-08-20 02:15:00+00:00,,,1.950000047683716
14670,10167,8089,14549,39615,Cancelled,2023-08-18 04:50:16+00:00,,,,1.9800000190734863
62167,42812,34236,14549,167755,Shipped,2021-01-24 18:15:02+00:00,2021-01-27 05:31:00+00:00,,,1.9800000190734863
59801,41193,32956,13606,161411,Cancelled,2023-10-27 06:40:32+00:00,,,,2.5
16354,11304,9056,13606,44168,Complete,2022-12-25 09:46:43+00:00,2022-12-22 15:07:00+00:00,2022-12-23 18:10:00+00:00,,2.5
115641,79667,63561,13606,312091,Complete,2023-04-29 12:04:29+00:00,2023-05-01 01:49:00+00:00,2023-05-01 02:29:00+00:00,,2.5
65720,45214,36192,13606,177352,Processing,2019-06-18 09:15:28+00:00,,,,2.5
84694,58284,46591,13606,228573,Processing,2023-02-19 03:30:49+00:00,,,,2.5
156115,107484,85876,13606,421428,Returned,2023-08-05 14:28:49+00:00,2023-08-03 04:51:00+00:00,2023-08-06 04:30:00+00:00,2023-08-08 18:18:00+00:00,2.5
106562,73407,58613,13606,287521,Shipped,2023-10-04 12:09:15+00:00,2023-10-01 07:21:00+00:00,,,2.5
173565,119498,95400,28913,468609,Complete,2021-12-30 06:35:06+00:00,2021-12-31 18:40:00+00:00,2022-01-05 03:10:00+00:00,,2.5899999141693115
104515,71989,57497,28913,282008,Processing,2023-09-05 14:51:43+00:00,,,,2.5899999141693115
140974,97036,77439,28913,380557,Processing,2023-08-05 06:29:14+00:00,,,,2.5899999141693115
33817,23311,18628,28913,91211,Returned,2021-12-31 03:33:39+00:00,2021-12-30 19:53:00+00:00,2021-12-30 20:38:00+00:00,2021-12-31 11:48:00+00:00,2.5899999141693115
93470,64313,51374,28913,252295,Returned,2023-12-03 07:38:33+00:00,2023-12-05 06:17:00+00:00,2023-12-07 11:37:00+00:00,2023-12-09 22:22:00+00:00,2.5899999141693115
101469,69866,55835,28913,273732,Shipped,2023-10-20 01:44:58+00:00,2023-10-21 05:23:00+00:00,,,2.5899999141693115
117388,80864,64487,28913,316788,Shipped,2023-03-01 11:13:13+00:00,2023-03-04 08:38:00+00:00,,,2.5899999141693115
39381,27116,21688,13690,106234,Cancelled,2022-01-01 12:36:06+00:00,,,,2.6700000762939453
102962,70898,56630,15395,277764,Cancelled,2022-07-24 08:09:34+00:00,,,,2.6700000762939453
137600,94726,75576,13690,371416,Cancelled,2024-01-04 12:49:19+00:00,,,,2.6700000762939453
137626,94743,75590,15395,371489,Complete,2020-04-01 11:04:08+00:00,2020-04-03 19:56:00+00:00,2020-04-08 11:55:00+00:00,,2.6700000762939453
43077,29644,23690,13690,116183,Processing,2023-08-26 07:36:41+00:00,,,,2.6700000762939453
73460,50546,40487,13690,198233,Processing,2023-10-30 23:04:09+00:00,,,,2.6700000762939453
177399,122200,97546,13690,478974,Processing,2023-07-30 22:08:49+00:00,,,,2.6700000762939453
180194,124128,99135,15395,486514,Processing,2021-02-10 01:14:37+00:00,,,,2.6700000762939453
14467,10030,7978,13690,39061,Shipped,2020-10-16 10:28:11+00:00,2020-10-18 22:09:00+00:00,,,2.6700000762939453
105792,72880,58189,15395,285466,Shipped,2023-03-03 03:58:29+00:00,2023-03-04 00:42:00+00:00,,,2.6700000762939453
110705,76286,60867,15395,298712,Shipped,2023-05-19 13:53:59+00:00,2023-05-22 11:49:00+00:00,,,2.6700000762939453
168382,115969,92622,28774,454607,Complete,2023-07-21 03:59:33+00:00,2023-07-19 06:22:00+00:00,2023-07-21 05:28:00+00:00,,2.7799999713897705
180370,124252,99237,28774,486997,Complete,2023-12-14 02:34:01+00:00,2023-12-12 03:14:00+00:00,2023-12-12 19:54:00+00:00,,2.7799999713897705
88577,60943,48728,28774,239073,Processing,2023-03-25 13:06:51+00:00,,,,2.7799999713897705
156194,107539,85923,28774,421648,Processing,2023-06-23 02:29:02+00:00,,,,2.7799999713897705
43793,30142,24084,28774,118119,Shipped,2022-06-06 07:00:33+00:00,2022-06-03 21:54:00+00:00,,,2.7799999713897705
126487,87122,69437,28774,341448,Shipped,2021-02-26 13:17:31+00:00,2021-02-23 19:23:00+00:00,,,2.7799999713897705
171775,118273,94472,28689,463768,Shipped,2022-12-04 15:40:55+00:00,2022-12-01 20:44:00+00:00,,,2.799999952316284
10425,7187,5731,9220,28118,Cancelled,2022-08-15 08:13:07+00:00,,,,2.950000047683716
13223,9167,7313,28921,35684,Cancelled,2023-03-10 17:35:44+00:00,,,,2.950000047683716
53217,36583,29317,29008,143559,Cancelled,2021-04-10 14:18:36+00:00,,,,2.950000047683716
80856,55635,44560,15349,218219,Cancelled,2023-04-21 16:17:04+00:00,,,,2.950000047683716
92697,63783,50982,28862,250204,Cancelled,2022-03-02 06:40:16+00:00,,,,2.950000047683716
100840,69420,55473,28862,272053,Cancelled,2022-02-28 00:38:28+00:00,,,,2.950000047683716
117071,80637,64300,29008,315933,Cancelled,2021-12-05 02:24:33+00:00,,,,2.950000047683716
139191,95826,76470,9220,375692,Cancelled,2023-11-13 05:52:23+00:00,,,,2.950000047683716
170427,117367,93768,28921,460096,Cancelled,2022-11-10 13:14:03+00:00,,,,2.950000047683716
175274,120705,96340,13662,473180,Cancelled,2023-10-21 06:45:15+00:00,,,,2.950000047683716
33451,23048,18402,28548,90229,Complete,2024-01-01 14:09:11+00:00,2024-01-04 15:50:00+00:00,2024-01-04 17:58:00+00:00,,2.950000047683716
33624,23171,18500,28921,90697,Complete,2023-04-08 13:58:13+00:00,2023-04-09 16:27:00+00:00,2023-04-11 00:57:00+00:00,,2.950000047683716
37378,25749,20540,9220,100843,Complete,2023-06-17 15:31:46+00:00,2023-06-17 22:31:00+00:00,2023-06-18 01:13:00+00:00,,2.950000047683716
42946,29557,23623,28862,115850,Complete,2022-09-11 07:30:11+00:00,2022-09-13 07:30:00+00:00,2022-09-13 16:26:00+00:00,,2.950000047683716
45640,31412,25140,13662,123092,Complete,2024-01-18 12:06:07.332503+00:00,2024-01-15 14:44:26.332503+00:00,2024-01-16 10:19:26.332503+00:00,,2.950000047683716
57231,39406,31538,29008,154432,Complete,2022-09-19 23:03:46+00:00,2022-09-20 22:02:00+00:00,2022-09-23 23:45:00+00:00,,2.950000047683716
57665,39693,31779,15349,155611,Complete,2023-11-13 07:35:34+00:00,2023-11-15 02:09:00+00:00,2023-11-18 19:36:00+00:00,,2.950000047683716
67506,46437,37165,29064,182174,Complete,2019-05-12 11:37:22+00:00,2019-05-15 13:02:00+00:00,2019-05-16 16:07:00+00:00,,2.950000047683716
80720,55545,44490,29064,217839,Complete,2023-03-13 12:36:13+00:00,2023-03-13 17:09:00+00:00,2023-03-16 20:18:00+00:00,,2.950000047683716
91235,62780,50178,28548,246234,Complete,2023-10-22 17:10:26+00:00,2023-10-21 17:49:00+00:00,2023-10-25 09:33:00+00:00,,2.950000047683716
94957,65313,52161,13662,256311,Complete,2021-03-12 12:02:09+00:00,2021-03-14 02:26:00+00:00,2021-03-18 19:07:00+00:00,,2.950000047683716
98109,67533,53946,28589,264679,Complete,2022-04-03 15:30:03+00:00,2022-04-03 17:23:00+00:00,2022-04-05 14:01:00+00:00,,2.950000047683716
110130,75885,60530,28589,297169,Complete,2021-08-28 05:14:04+00:00,2021-08-30 23:17:00+00:00,2021-09-02 14:13:00+00:00,,2.950000047683716
122480,84351,67275,28921,330591,Complete,2023-12-31 17:20:01+00:00,2023-12-31 09:26:00+00:00,2024-01-05 00:33:00+00:00,,2.950000047683716
125423,86397,68882,28921,338559,Complete,2023-08-22 01:14:45+00:00,2023-08-22 23:11:00+00:00,2023-08-26 19:51:00+00:00,,2.950000047683716
134058,92274,73583,28862,361918,Complete,2022-08-28 14:38:13+00:00,2022-08-27 08:04:00+00:00,2022-08-29 03:44:00+00:00,,2.950000047683716
161456,111209,88819,13662,435857,Complete,2022-04-16 11:33:39+00:00,2022-04-17 01:25:00+00:00,2022-04-18 11:40:00+00:00,,2.950000047683716
178654,123063,98256,28921,482360,Complete,2023-09-27 06:12:18+00:00,2023-09-28 15:49:00+00:00,2023-09-29 01:40:00+00:00,,2.950000047683716
179754,123815,98872,28589,485316,Complete,2022-05-19 14:18:54+00:00,2022-05-20 02:36:00+00:00,2022-05-22 06:15:00+00:00,,2.950000047683716
180086,124049,99073,9220,486216,Complete,2022-09-30 22:08:07+00:00,2022-09-27 19:10:00+00:00,2022-09-30 07:00:00+00:00,,2.950000047683716
1863,1268,1012,14170,5069,Processing,2023-11-08 04:17:27+00:00,,,,2.950000047683716
27913,19291,15358,29008,75273,Processing,2023-06-28 08:12:57+00:00,,,,2.950000047683716
28934,19995,15946,28589,78008,Processing,2022-12-29 10:54:58+00:00,,,,2.950000047683716
38698,26655,21276,29064,104385,Processing,2023-02-27 04:53:07+00:00,,,,2.950000047683716
43123,29678,23718,9220,116308,Processing,2021-12-13 15:28:32+00:00,,,,2.950000047683716
47237,32507,26027,29008,127433,Processing,2022-03-18 02:45:10+00:00,,,,2.950000047683716
57608,39657,31740,15349,155450,Processing,2022-11-14 00:21:12+00:00,,,,2.950000047683716
72493,49856,39926,15349,195612,Processing,2023-12-17 14:02:04+00:00,,,,2.950000047683716
74950,51596,41336,28548,202242,Processing,2021-05-15 12:41:55+00:00,,,,2.950000047683716
105018,72346,57772,28862,283356,Processing,2023-06-15 04:56:23+00:00,,,,2.950000047683716
105898,72948,58249,15349,285749,Processing,2023-06-07 07:31:58+00:00,,,,2.950000047683716
106975,73705,58846,15349,288620,Processing,2023-10-31 09:59:09+00:00,,,,2.950000047683716
136416,93912,74915,9220,368250,Processing,2023-02-05 02:40:33+00:00,,,,2.950000047683716
156119,107487,85878,29008,421440,Processing,2023-05-29 13:13:14+00:00,,,,2.950000047683716
171441,118047,94304,28589,462860,Processing,2023-05-08 11:42:44+00:00,,,,2.950000047683716
171983,118414,94581,28548,464314,Processing,2023-09-01 00:51:24+00:00,,,,2.950000047683716
174130,119904,95720,15744,470112,Processing,2024-01-10 03:43:17+00:00,,,,2.950000047683716
28856,19945,15906,28589,77809,Returned,2022-12-15 06:59:20+00:00,2022-12-13 18:11:00+00:00,2022-12-14 02:51:00+00:00,2022-12-16 12:13:00+00:00,2.950000047683716
102148,70318,56173,28589,275541,Returned,2023-04-01 04:54:57+00:00,2023-04-02 04:02:00+00:00,2023-04-05 21:58:00+00:00,2023-04-07 13:41:00+00:00,2.950000047683716
106099,73086,58360,28862,286304,Returned,2020-03-24 14:15:51+00:00,2020-03-24 08:25:00+00:00,2020-03-24 13:26:00+00:00,2020-03-25 18:03:00+00:00,2.950000047683716
180612,124412,99360,14170,487651,Returned,2023-12-18 08:32:40+00:00,2023-12-19 07:37:00+00:00,2023-12-21 12:56:00+00:00,2023-12-21 21:16:00+00:00,2.950000047683716
23390,16182,12914,13662,63114,Shipped,2023-11-08 05:28:07+00:00,2023-11-09 22:51:00+00:00,,,2.950000047683716
25144,17396,13844,15744,67862,Shipped,2023-03-04 13:32:09+00:00,2023-03-05 09:03:00+00:00,,,2.950000047683716
35623,24521,19555,9220,96105,Shipped,2022-01-15 08:52:15+00:00,2022-01-15 17:06:00+00:00,,,2.950000047683716
52420,36024,28863,9220,141422,Shipped,2021-01-04 09:45:06+00:00,2021-01-05 19:37:00+00:00,,,2.950000047683716
63697,43848,35103,28862,171862,Shipped,2023-10-09 06:13:54+00:00,2023-10-11 23:37:00+00:00,,,2.950000047683716
70900,48756,39031,28548,191318,Shipped,2023-02-27 13:48:14+00:00,2023-02-27 18:33:00+00:00,,,2.950000047683716
74889,51554,41304,28921,202077,Shipped,2024-01-13 07:30:04+00:00,2024-01-13 12:34:00+00:00,,,2.950000047683716
91032,62643,50073,13662,245685,Shipped,2021-10-17 10:22:48+00:00,2021-10-15 16:51:00+00:00,,,2.950000047683716
95526,65716,52501,28862,257841,Shipped,2021-11-07 12:38:48+00:00,2021-11-07 20:03:00+00:00,,,2.950000047683716
96532,66422,53065,28589,260483,Shipped,2024-01-17 23:47:22.689164+00:00,2024-01-16 00:29:37.689164+00:00,,,2.950000047683716
105997,73015,58309,15744,286009,Shipped,2020-11-29 06:23:44+00:00,2020-12-01 19:17:00+00:00,,,2.950000047683716
119393,82244,65613,29064,322203,Shipped,2023-01-30 12:00:45+00:00,2023-01-30 14:43:00+00:00,,,2.950000047683716
125954,86754,69151,29064,340002,Shipped,2020-07-19 12:11:49+00:00,2020-07-19 07:01:00+00:00,,,2.950000047683716
138000,94993,75798,29064,372503,Shipped,2023-04-27 10:21:59+00:00,2023-04-27 17:19:00+00:00,,,2.950000047683716
147246,101393,80936,29064,397525,Shipped,2023-11-24 08:52:45+00:00,2023-11-26 08:46:00+00:00,,,2.950000047683716
155382,106990,85483,15349,419453,Shipped,2021-08-01 13:46:36+00:00,2021-08-01 14:45:00+00:00,,,2.950000047683716
15436,10691,8551,28551,41687,Cancelled,2024-01-21 08:28:35.861020+00:00,,,,2.990000009536743
31903,22022,17560,12354,86014,Cancelled,2023-12-03 08:52:32+00:00,,,,2.990000009536743
39971,27526,22008,12265,107819,Cancelled,2023-06-25 07:29:52+00:00,,,,2.990000009536743
60090,41378,33089,15531,162172,Cancelled,2023-05-08 09:13:39+00:00,,,,2.990000009536743
66875,46015,36839,9621,180480,Cancelled,2023-12-28 02:13:35+00:00,,,,2.990000009536743
108710,74911,59787,25276,293307,Cancelled,2021-09-28 14:59:51+00:00,,,,2.990000009536743
108719,74916,59790,12664,293331,Cancelled,2022-05-19 13:00:55+00:00,,,,2.990000009536743
123955,85344,68061,12265,334595,Cancelled,2022-01-16 07:10:37+00:00,,,,2.990000009536743
168826,116288,92885,12351,455797,Cancelled,2021-05-22 22:41:21+00:00,,,,2.990000009536743
173833,119690,95558,25276,469318,Cancelled,2021-04-23 00:58:20+00:00,,,,2.990000009536743
175126,120598,96257,25276,472780,Cancelled,2022-08-24 09:49:30+00:00,,,,2.990000009536743
22591,15634,12504,12265,60963,Complete,2020-12-31 01:09:44+00:00,2020-12-31 17:17:00+00:00,2021-01-04 06:13:00+00:00,,2.990000009536743
92262,63479,50744,12354,249022,Complete,2023-11-21 06:16:58+00:00,2023-11-23 09:15:00+00:00,2023-11-25 07:31:00+00:00,,2.990000009536743
109765,75634,60354,12265,296177,Complete,2021-02-24 01:23:41+00:00,2021-02-23 22:20:00+00:00,2021-02-25 15:02:00+00:00,,2.990000009536743
111898,77115,61518,25276,301929,Complete,2020-07-22 14:12:19+00:00,2020-07-20 05:10:00+00:00,2020-07-21 16:55:00+00:00,,2.990000009536743
121320,83549,66642,25276,327446,Complete,2022-05-10 07:54:25+00:00,2022-05-11 10:47:00+00:00,2022-05-15 06:54:00+00:00,,2.990000009536743
144318,99373,79325,28551,389629,Complete,2022-03-07 07:18:09+00:00,2022-03-07 12:41:00+00:00,2022-03-10 17:26:00+00:00,,2.990000009536743
151341,104206,83219,25276,408584,Complete,2023-07-31 12:31:36+00:00,2023-08-01 21:47:00+00:00,2023-08-02 07:24:00+00:00,,2.990000009536743
153532,105726,84436,12265,414459,Complete,2024-01-15 00:47:52+00:00,2024-01-16 02:24:00+00:00,2024-01-18 15:02:00+00:00,,2.990000009536743
154690,106513,85089,25276,417567,Complete,2023-05-09 05:20:48+00:00,2023-05-10 03:24:00+00:00,2023-05-11 14:16:00+00:00,,2.990000009536743
175030,120530,96196,12265,472534,Complete,2019-12-08 02:18:24+00:00,2019-12-09 01:57:00+00:00,2019-12-11 04:04:00+00:00,,2.990000009536743
419,282,231,25276,1175,Processing,2021-12-10 11:41:59+00:00,,,,2.990000009536743
1090,744,595,28551,2986,Processing,2023-05-31 22:04:14+00:00,,,,2.990000009536743
17940,12415,9976,25276,48436,Processing,2020-01-04 10:41:36+00:00,,,,2.990000009536743
28494,19707,15709,15531,76839,Processing,2021-10-31 07:08:52+00:00,,,,2.990000009536743
61851,42604,34076,12265,166895,Processing,2023-02-21 23:59:41+00:00,,,,2.990000009536743
73825,50809,40708,9621,199193,Processing,2022-11-29 08:44:34+00:00,,,,2.990000009536743
76046,52342,41952,15531,205200,Processing,2020-06-03 07:41:43+00:00,,,,2.990000009536743
87838,60427,48306,9621,237074,Processing,2022-09-12 23:34:03+00:00,,,,2.990000009536743
130783,90053,71778,12265,353060,Processing,2020-11-23 05:38:05+00:00,,,,2.990000009536743
139253,95871,76503,15531,375864,Processing,2023-08-22 17:45:52+00:00,,,,2.990000009536743
171911,118364,94538,12351,464120,Processing,2020-01-13 07:01:41+00:00,,,,2.990000009536743
181742,125215,99989,15531,490659,Processing,2023-09-01 20:52:28+00:00,,,,2.990000009536743
17903,12392,9952,25276,48336,Returned,2023-11-13 13:24:43+00:00,2023-11-11 02:32:00+00:00,2023-11-14 06:22:00+00:00,2023-11-15 13:25:00+00:00,2.990000009536743
68242,46944,37561,12265,184151,Returned,2023-10-23 04:35:57+00:00,2023-10-21 03:27:00+00:00,2023-10-23 00:17:00+00:00,2023-10-24 18:44:00+00:00,2.990000009536743
68259,46959,37575,12354,184199,Returned,2021-12-11 08:06:32+00:00,2021-12-13 05:50:00+00:00,2021-12-16 19:40:00+00:00,2021-12-17 08:30:00+00:00,2.990000009536743
143741,98972,78966,25276,388041,Returned,2023-10-12 10:44:26+00:00,2023-10-10 09:25:00+00:00,2023-10-12 19:54:00+00:00,2023-10-15 03:14:00+00:00,2.990000009536743
1648,1127,899,15531,4484,Shipped,2022-11-01 21:57:47+00:00,2022-11-02 11:28:00+00:00,,,2.990000009536743
3485,2403,1948,12351,9425,Shipped,2023-12-04 09:15:46+00:00,2023-12-05 10:16:00+00:00,,,2.990000009536743
6069,4208,3334,12664,16447,Shipped,2021-09-11 00:30:25+00:00,2021-09-08 06:57:00+00:00,,,2.990000009536743
20753,14381,11517,12664,55985,Shipped,2019-10-18 15:25:09+00:00,2019-10-21 11:51:00+00:00,,,2.990000009536743
22163,15327,12267,25276,59824,Shipped,2020-09-07 03:04:57+00:00,2020-09-05 06:38:00+00:00,,,2.990000009536743
30413,21018,16748,12351,81961,Shipped,2023-07-16 01:06:58+00:00,2023-07-15 14:46:00+00:00,,,2.990000009536743
50352,34640,27735,9621,135836,Shipped,2021-05-05 12:34:19+00:00,2021-05-04 00:26:00+00:00,,,2.990000009536743
55959,38504,30825,12354,151006,Shipped,2023-06-15 02:52:29+00:00,2023-06-12 16:28:00+00:00,,,2.990000009536743
59524,41011,32827,12351,160644,Shipped,2023-12-13 14:16:09+00:00,2023-12-15 00:24:00+00:00,,,2.990000009536743
63568,43768,35041,12664,171503,Shipped,2023-04-24 17:04:05+00:00,2023-04-23 18:43:00+00:00,,,2.990000009536743
77208,53109,42557,28551,208349,Shipped,2023-12-08 09:42:22+00:00,2023-12-07 21:53:00+00:00,,,2.990000009536743
117981,81256,64809,12354,318388,Shipped,2023-04-05 08:56:06+00:00,2023-04-08 08:25:00+00:00,,,2.990000009536743
119627,82391,65740,12354,322833,Shipped,2021-05-25 15:21:35+00:00,2021-05-24 05:37:00+00:00,,,2.990000009536743
